ObjectID,Category,Era,Set,Country of Origin,Attachment Feature,Firearm Action,Firearm Feed Option,Firing Modes,Firearm Mounts,Attachment Mount,Round Power,Size,Melee Handedness,Melee Style,Powerup Type,Thrown Damage Type,Thrown Type
MCXFore10sdGry,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MCXFore12Blk,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MCXFore12FDE,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MCXFore12Gry,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MCXFore12sdBlk,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MCXFore12sdFDE,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MCXFore12sdGry,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MCXFore16Blk,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MCXFore16FDE,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MCXFore16Gry,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MCXFore16sdBlk,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MCXFore16sdFDE,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MCXFore16sdGry,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MCXFore8Blk,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MCXFore8FDE,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MCXFore8Gry,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MCXForeRatBllk,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MCXForeRatCaneBlk,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MCXForeRatFDE,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MPXFore10.5,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MPXFore14,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MPXFore4.5,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MPXFore6.5,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MPXForegen1,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MPXForeLancer,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
ftw.modmas.coal,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
FTW.plaque10,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
FTW.plaque11,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
FTW.plaque12,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
FTW.plaque13,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
FTW.plaque14,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
FTW.plaque15,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
FTW.plaque16,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
FTW.plaque17,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
FTW.plaque18,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
FTW.plaque1,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
FTW.plaque20,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
FTW.plaque21,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
FTW.plaque22,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
FTW.plaque23,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
FTW.plaque24,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
FTW.plaque251,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
FTW.plaque2510,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
FTW.plaque252,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
FTW.plaque253,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
FTW.plaque254,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
FTW.plaque255,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
FTW.plaque256,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
FTW.plaque257,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
FTW.plaque258,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
FTW.plaque259,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
FTW.plaque2,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
FTW.plaque3,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
FTW.plaque4,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
FTW.plaque5,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
FTW.plaque6,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
FTW.plaque7,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
FTW.plaque8,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
FTW.plaque9,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
41SwissRimBall.Muzz,Cartridge,Colonial,Real,SwissConfederation,None,BoltAction,,,,None,FullPower,Carbine,None,None,Health,None,None
VetterliBayonet.Muzz,MeleeWeapon,Colonial,Real,SwissConfederation,Bayonet,None,,,,Bespoke,None,None,OneHanded,Tactical,Health,Kinetic,None
VetterliScope.Muzz,Attachment,Colonial,Real,SwissConfederation,Magnification,None,,,,Bespoke,None,None,None,None,Health,None,None
VetterliCarbine.Muzz,Firearm,Colonial,Real,SwissConfederation,None,BoltAction,InternalMag,SingleFire,Muzzle+Bespoke+Bespoke,None,FullPower,Carbine,None,None,Health,None,None
AR15ForeADAR,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
AR15ForeAeroknox,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
AR15ForeC7Fore,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
AR15ForeCASV,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
AR15ForeDDRIS125,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
AR15ForeDDRIS95,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
AR15ForeDDRIS95Blk,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
AR15ForeDDRIS95FSP,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
AR15ForeJailBreak,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
AR15ForeKACRIS,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
AR10ForeLancer12,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
AR15ForeLoneStar,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
AR15ForeLVOAC,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
AR15ForeLVOACfde,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
AR15ForeLVOAS,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
AR15ForeLVOASfde,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
AR15ForeM16A2,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
AR15ForeM16A4,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
AR15ForeM16Camo,Attachment,PostWar,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
AR15ForeM16M203,Attachment,PostWar,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
AR15ForeM16Poly,Attachment,PostWar,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
AR15ForeM16Wood,Attachment,PostWar,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
IronSightM203,Attachment,PostWar,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
AR15ForeMFore,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
AR15ForeMK10,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
AR15ForeMK16,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
AR15ForeMK16_95,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
AR15ForeMOEblkshort,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
AR15ForeMOEblushort,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
AR15ForeMOEblk,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
AR15ForeMOEFDE,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
AR15ForeMOEgryshort,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
AR15ForeMOEpnkshort,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
AR15ForeQDLong,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
AR15ForeQDShort,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
AR15ForeRSASS,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
AR15ForeSaint,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
AR15ForeSkeleton,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
AR15ForeSkull,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
AR15ForeSTNGR,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
AR15ForeStrike,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
AR15ForeStrikeFDE,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
AR15ForeURXlongblk,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
AR15ForeURXlongfde,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
AR15ForeURXshortblk,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
AR15ForeURXshortfde,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
AR15ForeXM177,Attachment,PostWar,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
pumpIthaca,Attachment,WW2,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PumpIthaca2,Attachment,PostWar,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PumpIthacaBlk,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
M2ForeAgency,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
M2ForeField,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
Fore133P,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
Fore133W,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
153ForeP,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MP155ForeUltima,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MP155ForeWood,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
NovaPumpBlk,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
NovaPumpFDE,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
NovaPumpOD,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
870Pump1,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
870Pump2,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
870Pump3,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
870pump5,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
870pump6,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
870Pump4blk,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
870Pump4fde,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
870Pump4od,Attachment,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
300LancerBlk,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
300LancerFDE,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
300LancerGry,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
300LancerMelon,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
300LancerTrans,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
300LancerBanana,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
300LancerTransBlk,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
300LancerTransBlu,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
300LancerTransFDE,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
300LancerTransGrn,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
300LancerTransPnk,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
300LancerTransPrp,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
300LancerTransRed,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MPXMag30,Magazine,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MPXMag40,Magazine,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MPXMag20,Magazine,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MPXMag50,Magazine,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
300LancerBlk20,Magazine,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
300LancerFDE20,Magazine,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
300LancerMelon20,Magazine,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
300LancerTrans20,Magazine,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
300LancerTransBlk20,Magazine,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
300LancerTransFDE20,Magazine,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
LancerBlk20,Magazine,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
LancerFDE20,Magazine,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
LancerMelon20,Magazine,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
LancerTrans20,Magazine,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
LancerTransBlk20,Magazine,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
LancerTransFDE20,Magazine,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
BeltBlk,Firearm,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
BeltGrn,Firearm,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
BeltMC,Firearm,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
BeltTan,Firearm,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
Patch3.5,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PatchCircle,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PatchCircleLrg,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PatchLarge,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PatchLong,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchBottleGrn,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchDropDeleteGrn,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchDropGrn,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
HolsterGrn45,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
HolsterGrn45LH,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
HolsterGrn90,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
HolsterGrn90LH,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
HolsterGrn,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
HolsterGrn2,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
HolsterGrn2LH,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
HolsterGrnLH,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
IFAKGrn,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchLrg2Grn,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchLrg2GrnLH,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchLrg3Grn,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchLrgGrn,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchMag1Grn,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchMag2Grn,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchMag3Grn,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchMag4Grn,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchMag5Grn,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchMag6Grn,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchMag7Grn,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchNade1Grn,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchNade2Grn,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchNade3Grn,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
RadioPouchGrn,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchBottleBlk,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchDropBlk,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchDropDeleteBlk,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
HolsterBlk45,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
HolsterBlk45LH,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
HolsterBlk90,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
HolsterBlk90LH,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
HolsterBlk,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
HolsterBlk2,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
HolsterBlk2LH,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
HolsterBlkLH,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
IFAKBlk,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchLrg2Blk,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchLrg2BlkLH,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchLrg3Blk,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchLrgBlk,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchMag1Blk,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchMag2Blk,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchMag3Blk,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchMag4Blk,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchMag5Blk,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchMag6Blk,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchMag7Blk,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchNade1Blk,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchNade2Blk,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchNade3Blk,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
RadioPouchBlk,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchDropDeleteMC,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchDropMC,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchLrg3MC,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchLrgMC,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchMag2MC,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchMag5MC,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchMag7MC,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchMag8MC,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchMag9MC,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchNade2MC,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchNade3MC,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchBottleTan,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchDropDeleteTan,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchDropTan,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
HolsterTan45,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
HolsterTan45LH,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
HolsterTan90,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
HolsterTan90LH,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
HolsterTan,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
HolsterTan2,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
HolsterTan2LH,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
HolsterTanLH,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
IFAKTan,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchLrg2Tan,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchLrg2TanLH,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchLrg3Tan,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchLrgTan,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchMag1Tan,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchMag2Tan,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchMag3Tan,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchMag4Tan,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchMag5Tan,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchMag6Tan,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchMag7Tan,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchMag8DE,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchMag8Tan,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchMag9DE,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchMag9Tan,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchNade1Tan,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchNade2Tan,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchNade3Tan,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
RadioPouchTan,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchBottleUCP,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
HolsterUCP45,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
HolsterUCP45LH,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
HolsterUCP90,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
HolsterUCP90LH,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
HolsterUCP,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
HolsterUCPLH,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
IFAKUCP,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchLrg2UCP,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchLrg2UCPLH,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchLrg3UCP,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchLrgUCP,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchMag1UCP,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchMag3UCP,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchMag4UCP,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchMag5UCP,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchMag6UCP,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchMag7UCP,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchNade2UCP,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchNade3UCP,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
RadioPouchUCP,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchBottleWD,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
HolsterWD45,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
HolsterWD45LH,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
HolsterWD90,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
HolsterWD90LH,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
HolsterWD,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
HolsterWDLH,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
IFAKWD,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchLrg2WD,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PouchLrg2WDLH,Attachment,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
